title,content,label
Lập trình đôi,"Lập trình đôi ( tiếng Anh : Pair Programming ) là kiểu lập trình đòi hỏi hai kỹ sư phần mềm cùng tham gia một nỗ lực lập trình chung trên một máy trạm, nghĩa là chỉ có một màn hình, một bàn phím. Mỗi người thực hiện việc mà người kia hiện không làm. Ví dụ, người này gõ các bộ test đơn vị ( unit test ), người kia nghĩ về các lớp đầu vào ( input ) sẽ thỏa mãn bộ test đó; hoặc người này viết mã còn người kia quan sát để hướng dẫn hoặc kiểm lỗi. Người ta khuyên rằng hai người nên luân phiên đổi vai trò, khoảng nửa giờ một lần.",0
Đoàn Giỏi,"Đoàn Giỏi ( 17 tháng 5 năm 1925 – 2 tháng 4 năm 1989 ) là một nhà văn Việt Nam nổi tiếng với các sáng tác về cuộc sống, thiên nhiên và con người Nam Bộ ; trong đó tiêu biểu nhất là tác phẩm Đất rừng phương Nam được trích đoạn trong sách giáo khoa Ngữ văn lớp 6. Ông được truy tặng Giải thưởng Nhà nước về Văn học Nghệ thuật đợt 1  năm 2001. [1]",3
Yèbles,"Yèbles là một xã ở tỉnh Seine-et-Marne , thuộc vùng Île-de-France ở miền bắc nước Pháp .",1
Pachysticus tenebrosus,Pachysticus tenebrosus là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
Windows 98,Windows 98 (tên mã Memphis ) hay Windows 98 FE ( Windows 98 First Edition ). Windows 98 bản gốc sở dĩ được đặt tên như vậy để nhằm phân biệt với Windows 98 Second Edition phát hành vào năm 1999. Windows 98 là một hệ điều hành giao diện đồ họa được Microsoft giới thiệu vào ngày 25 tháng 6 năm 1998.,0
Paratriarius gloriosa,Paratriarius gloriosa là một loài bọ cánh cứng trong họ Chrysomelidae . Loài này được Harold miêu tả khoa học năm 1877. [1],0
Nho Quan,"Nho Quan (儒關) là một huyện miền núi nằm ở phía tây bắc tỉnh Ninh Bình , Việt Nam .",1
Hippocratea myriantha,Hippocratea myriantha là một loài thực vật có hoa trong họ Dây gối . Loài này được Oliv. mô tả khoa học đầu tiên năm 1868. [1],0
Bromus benekenii,Bromus benekenii là một loài thực vật có hoa trong họ Hòa thảo . Loài này được (Lange) Trimen mô tả khoa học đầu tiên năm 1872. [1],0
464 (số),464 ( bốn trăm sáu mươi tư ) là một số tự nhiên ngay sau 463 và ngay trước 465 .,0
Tipula comstockana,Tipula comstockana là một loài ruồi trong họ Ruồi hạc (Tipulidae). Chúng phân bố ở vùng Indomalaya . [1],0
Philonotis adpressa,Philonotis adpressa là một loài rêu trong họ Bartramiaceae . Loài này được Podp. & Loeske Podp. mô tả khoa học đầu tiên năm 1906. [1] Danh pháp loài này chưa ổn định,0
Bình Hòa Phước,"Bình Hòa Phước là một xã thuộc huyện Long Hồ , tỉnh Vĩnh Long , Việt Nam .",1
Dichorisandra gaudichaudiana,Dichorisandra gaudichaudiana là một loài thực vật có hoa trong họ Commelinaceae . Loài này được Kunth mô tả khoa học đầu tiên năm 1843. [1],0
Mesoleius tricoloripes,Mesoleius tricoloripes là một loài tò vò trong họ Ichneumonidae . [1],0
Rhaphidorrhynchium callidum,Rhaphidorrhynchium callidum là một loài Rêu trong họ Sematophyllaceae . Loài này được (Mont.) Broth. miêu tả khoa học đầu tiên năm 1925. [1],0
Eleocharis lundellii,Eleocharis lundellii là loài thực vật có hoa trong họ Cói . Loài này được Svenson mô tả khoa học đầu tiên năm 1943. [1],0
Đội quân Doraemon: Đại chiến thuật côn trùng,"Đại chiến thuật côn trùng ( ムシムシぴょんぴょん大作戦! , Đại chiến thuật côn trùng ? ) là một bộ phim hoạt hình Đội quân Doraemon với bối cảnh là cuộc thi kiểm tra tốt nghiệp của trường đào tạo Rôbốt. Phim được phát hành đồng thời với Kaettekita Doraemon và Nobita du hành biển phương Nam , vào ngày 7 tháng 3 , năm 1998 [1] .",3
Penthophlebia,Penthophlebia là một chi bướm đêm thuộc họ Geometridae . [1],0
Nomioides squamiger,Nomioides squamiger là một loài Hymenoptera trong họ Halictidae . Loài này được Saunders mô tả khoa học năm 1908. [1],0
Angerona coreola,Angerona coreola là một loài bướm đêm trong họ Geometridae . [1],0
Garaeus flavipicta,Garaeus flavipicta là một loài bướm đêm trong họ Geometridae . [1],0
Difloxacin,"Difloxacin (INN) , được bán dưới tên thương mại Dicural, là một loại thuốc kháng sinh fluoroquinolone được sử dụng trong thú y. [1] Nó có độ phổ biến rộng, phụ thuộc vào nồng độ, hoạt động diệt khuẩn; tuy nhiên, hiệu quả của nó không tốt như enrofloxacin hoặc pradofloxacin. [2] [3]",2
Adonisea oleagina,Adonisea oleagina là một loài bướm đêm trong họ Noctuidae . [1] [2],0
"Middleton (thị trấn), Wisconsin","Middleton là một thị trấn thuộc quận Dane , tiểu bang Wisconsin , Hoa Kỳ . Năm 2010, dân số của thị trấn này là 5.593 người. [3]",1
Yul Brynner,Yul Brynner ( 11 tháng 7 năm 1920 – 10 tháng 10 năm 1985 ) [1] là một diễn viên điện ảnh và sân khấu sinh ra ở Nga Hollywood và Broadway đoạt Giải Oscar . Ông đã diễn trong nhiều phim và kịch ở Hoa Kỳ. Ông nổi tiếng nhất với vai vua Xiêm trong vở nhạc kịch của Rodgers & Hammerstein có tựa The King and I ( Quân vương và thiếp ) và vai vua Rameses II trong bộ phim năm 1956 của Cecil B. DeMille có tựa The Ten Commandments và vai Chris Adams trong The Magnificent Seven .,3
Oryzopsis lateralis,Oryzopsis lateralis là một loài thực vật có hoa trong họ Hòa thảo . Loài này được (Regel) Stapf ex Hook.f. mô tả khoa học đầu tiên năm 1896. [1],0
Yuri Landman,"Yuri Landman (sinh ngày 1 tháng 2 năm 1973) là một nhà soạn nhạc và nhạc công guitar , chủ yếu hoạt động trong giới nhạc avant garde và noise rock . Ông được biết đến nhiều nhất với những nhà thiết kế của các nhạc cụ thí nghiệm. Ông xây dựng một số nhạc cụ dây duy nhất cho Sonic Youth ( Lee Ranaldo và Thurston Moore ), Jad Fair ( Half Japanese ), Liars và Melt-Banana .",3
Atrichum androgynum,Atrichum androgynum là một loài Rêu trong họ Polytrichaceae . Loài này được (Müll. Hal.) A. Jaeger mô tả khoa học đầu tiên năm 1875. [1],0
Dysdera gamarrae,Dysdera gamarrae là một loài nhện trong họ Dysderidae . [1],0
Dysphania chrysocraspedata,Dysphania chrysocraspedata là một loài bướm đêm trong họ Geometridae . [1],0
Dipoena sinica,Dipoena sinica là một loài nhện trong họ Theridiidae . [1],0
"Monroe, Pennsylvania","Monroe là một thị trấn thuộc quận Bradford , tiểu bang Pennsylvania , Hoa Kỳ . Năm 2010, dân số của thị trấn này là 554 người. [1]",1
"Bevern, Holzminden","Bevern ( phát âm tiếng Đức: [ˈbeːvɐn] ) là một đô thị trong huyện Holzminden , Niedersachsen , Đức . Đô thị Bevern, Holzminden có diện tích 33,23 km² , dân số thời điểm ngày 31 tháng 12 năm 2006 là 4216 người. Bevern nằm bên sông Weser ở Weserbergland .",1
Trichocline auriculata,Trichocline auriculata là một loài thực vật có hoa trong họ Cúc . Loài này được (Wedd.) Hieron. miêu tả khoa học đầu tiên năm 1896. [1],0
Saint-Dizier-l'Évêque,"Saint-Dizier-l'Évêque là một làng và xã tại tỉnh Territoire de Belfort , vùng Franche-Comté .",1
Asthena yargongaria,Asthena yargongaria là một loài bướm đêm trong họ Geometridae . [1],0
Taphozous georgianus,"Taphozous georgianus là một loài động vật có vú trong họ Dơi bao , bộ Dơi . Loài này được Thomas mô tả năm 1915. [1]",0
Hypercompe cayennensis,"Hypercompe cayennensis là một loài bướm đêm thuộc phân họ Arctiinae , họ Erebidae . [1]",0
Patellapis mosselina,Patellapis mosselina là một loài Hymenoptera trong họ Halictidae . Loài này được Cockerell mô tả khoa học năm 1945. [1],0
Pavetta uwembae,Pavetta uwembae là một loài thực vật có hoa trong họ Thiến thảo . Loài này được Gilli mô tả khoa học đầu tiên năm 1973. [1],0
Thecla letha,"The Watson's Hairstreak ( Thecla letha ) [1] [2] [3] là một loài bướm ngày nhỏ được tìm thấy ở Ấn Độ , thuộc họ Bướm xanh .",0
Semaeopus castaria,Semaeopus castaria là một loài bướm đêm trong họ Geometridae . [1],0
Kato Mitsuo,Kato Mitsuo (sinh ngày 22 tháng 1 năm 1953) là một cầu thủ bóng đá người Nhật Bản .,3
Swartzia vaupesiana,Swartzia vaupesiana là một loài thực vật có hoa trong họ Đậu . Loài này được Cowan miêu tả khoa học đầu tiên. [1],0
Tortula truncatula,Tortula truncatula là một loài Rêu trong họ Pottiaceae . Loài này được (With.) Lindb. miêu tả khoa học đầu tiên năm 1879. [1],0
Sinogeotrupes masumotoi,"Sinogeotrupes masumotoi là một loài bọ cánh cứng trong họ Geotrupidae . Loài này được Král, Maly & Schneider miêu tả khoa học năm 2001. [1]",0
Pycnarrhena lucida,Pycnarrhena lucida là một loài thực vật có hoa trong họ Biển bức cát . Loài này được (Teijsm. & Binn.) Miq. miêu tả khoa học đầu tiên năm 1868. [1],0
Exilisciurus whiteheadi,"Exilisciurus whiteheadi là một loài động vật có vú trong họ Sóc , bộ Gặm nhấm . Loài này được Thomas mô tả năm 1887.",0
Oscaecilia bassleri,"Oscaecilia bassleri là một loài lưỡng cư thuộc họ Caeciliidae .\nLoài này có ở Ecuador , Peru , có thể cả Bolivia , và có thể cả Colombia . Môi trường sống tự nhiên của chúng là rừng ẩm vùng đất thấp nhiệt đới hoặc cận nhiệt đới, các đồn điền , vườn nông thôn, và rừng thoái hóa nghiêm trọng.",0
Lipocarpha drummondii,Lipocarpha drummondii là loài thực vật có hoa trong họ Cói . Loài này được (Nees) G.C.Tucker mô tả khoa học đầu tiên năm 1987. [1],0
Abana,"Abana là một huyện thuộc tỉnh Kastamonu , Thổ Nhĩ Kỳ . Huyện có diện tích 32 km² và dân số thời điểm năm 2007 là 3562 người [1] , mật độ 111 người/km².",1
Thác Bạt Nghi,"Thác Bạt Nghi ( giản thể : 拓跋仪 ; phồn thể : 拓跋儀 , ? – 409), là tướng lĩnh và hoàng thân, khai quốc công thần nhà Bắc Ngụy trong lịch sử Trung Quốc .",1
Tillandsia membranacifolia,Tillandsia membranacifolia là một loài thực vật có hoa trong họ Bromeliaceae . Loài này được L.B.Sm. miêu tả khoa học đầu tiên năm 1930. [1],0
Aristolochia crassinervia,Aristolochia crassinervia là một loài thực vật có hoa trong họ Aristolochiaceae . Loài này được O.C.Schmidt mô tả khoa học đầu tiên năm 1923. [1],0
Danh sách album quán quân năm 2019 (Mỹ),"Dưới đây là danh sách các album quán quân tại Hoa Kỳ trong năm 2019. Các album và đĩa mở rộng bán chạy nhất năm trên thị trường Hoa Kỳ được xếp thứ tự trên bảng xếp hạng Billboard 200 , một bảng xếp hạng được xuất bản hằng tuần bởi tạp chí Billboard . Số liệu được Nielsen SoundScan tổng hợp dựa trên doanh số vật lý và kỹ thuật số hằng tuần của mỗi album, cũng như lượng stream theo yêu cầu và doanh số kỹ thuật số của từng bài hát trong album.",3
Panisea uniflora,Panisea uniflora là một loài thực vật có hoa trong họ Lan . Loài này được (Lindl.) Lindl. mô tả khoa học đầu tiên năm 1854. [1],0
Primula caldaria,Primula caldaria là một loài thực vật có hoa trong họ Anh thảo . Loài này được W.W. Sm. & Forrest miêu tả khoa học đầu tiên năm 1923. [1],0
Megatoma trichorhopalum,Megatoma trichorhopalum là một loài bọ cánh cứng trong họ Dermestidae . Loài này được Beal miêu tả khoa học năm 1967. [1],0
Amphistomus respiciens,Amphistomus respiciens là một loài bọ cánh cứng trong họ Bọ hung (Scarabaeidae). [1] [2],0
Lindsaea malayensis,Lindsaea malayensis là một loài dương xỉ trong họ Lindsaeaceae . Loài này được Holttum mô tả khoa học đầu tiên năm 1930. [1] Danh pháp khoa học của loài này chưa được làm sáng tỏ.,0
Volutidae,Volutidae là một họ ốc trong liên họ Muricoidea . Các loài trong họ này có thiều dài vỏ từ 9 mm đến 500 mm.,0
Rinorea sprucei,Rinorea sprucei là một loài thực vật có hoa trong họ Hoa tím . Loài này được (Eichler) Kuntze miêu tả khoa học đầu tiên năm 1891. [1],0
Thrixspermum longilobum,Thrixspermum longilobum là một loài thực vật có hoa trong họ Lan . Loài này được J.J.Sm. miêu tả khoa học đầu tiên năm 1920. [1],0
Allium dilatatum,Allium dilatatum là một loài thực vật có hoa trong họ Amaryllidaceae . Loài này được Zahar. mô tả khoa học đầu tiên năm 1977. [1],0
Markea harlingiana,Markea harlingiana là loài thực vật có hoa trong họ Cà . Loài này được Hunz. mô tả khoa học đầu tiên năm 1997. [1],0
Meleoma rubricosa,Meleoma rubricosa là một loài côn trùng trong họ Chrysopidae thuộc bộ Neuroptera . Loài này được Navás miêu tả năm 1914. [1],0
Atarba dolichophallus,Atarba dolichophallus là một loài ruồi trong họ Limoniidae . [1] Chúng phân bố ở vùng nhiệt đới châu Phi .,0
"Xã Harmony, Quận Fillmore, Minnesota","Xã Harmony ( tiếng Anh : Harmony Township ) là một xã thuộc quận Fillmore , tiểu bang Minnesota , Hoa Kỳ . Năm 2010, dân số của xã này là 387 người. [1]",1
Oxylymma faurei,Oxylymma faurei là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
Mesochorus oblitus,Mesochorus oblitus là một loài tò vò trong họ Ichneumonidae . [1],0
Lespesia schizurae,Lespesia schizurae là một loài ruồi trong họ Tachinidae . [1] [2],0
"Xã Winsted, Quận McLeod, Minnesota","Xã Winsted ( tiếng Anh : Winsted Township ) là một xã thuộc quận McLeod , tiểu bang Minnesota , Hoa Kỳ . Năm 2010, dân số của xã này là 968 người. [1]",1
Nhà hương,"Nhà hương (hay flavor house) là thuật ngữ dùng để chỉ các công ty sản xuất và phân phối hương liệu dành cho ngành công nghiệp thực phẩm, từ hương liệu tự nhiên, hương liệu tổng hợp cho đến hương liệu nhân tạo. Các công cụ, thiết bị chế tạo hương liệu mà các nhà hương sử dụng cũng khá tương tự như các nhà sản xuất nước hoa, nhưng hơn thế các nhà hương còn phải quan tâm đến cả yếu tố khứu giác và yếu tố vị giác của sản phẩm được chế tạo, nhằm gia tăng hương vị cho thực phẩm được ứng dụng. [1] Bên cạnh đó, các nhà hương, vốn cũng được xếp vào ngành công nghiệp thực phẩm, cũng phải đặt tiêu chí an toàn thực phẩm lên hàng đầu trong từng sản phẩm của mình.",2
Thiệu Viên,"Thiệu Viên là một xã thuộc huyện Thiệu Hóa , tỉnh Thanh Hóa , Việt Nam .",1
Parallelia nesites,Parallelia nesites là một loài bướm đêm trong họ Erebidae . [1] [2],0
Lissonota fuscifacies,Lissonota fuscifacies là một loài tò vò trong họ Ichneumonidae . [1],0
"Yerebakan, Feke","Yerebakan là một xã thuộc huyện Feke , tỉnh Adana , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2009 là 204 người. [1]",1
Eugenia avicenniae,Eugenia avicenniae là một loài thực vật có hoa trong Họ Đào kim nương . Loài này được Standl. mô tả khoa học đầu tiên năm 1924. [1],0
Hygrotus orthogrammus,Hygrotus orthogrammus là một loài bọ cánh cứng trong họ Bọ nước . Loài này được Sharp miêu tả khoa học năm 1882. [1],0
Ormosia tovarensis,Ormosia tovarensis là một loài thực vật có hoa trong họ Đậu . Loài này được Pittier miêu tả khoa học đầu tiên. [1],0
Eremisca osiris,Eremisca osiris là một loài ruồi trong họ Asilidae . Eremisca osiris được Wiedemann miêu tả năm 1828. [1],0
Domvallier,"Domvallier là một xã , nằm ở tỉnh Vosges trong vùng Grand Est của Pháp. Xã này có diện tích 3,24 km² , dân số năm 1999 là 137 người. Xã này nằm ở khu vực có độ cao trung bình 288 m trên mực nước biển .\nDân địa phương tiếng Pháp gọi là Domvallois.",1
Lasioglossum gorge,Lasioglossum gorge là một loài Hymenoptera trong họ Halictidae . Loài này được Ebmer mô tả khoa học năm 1982. [1],0
Dendrobium armitiae,Dendrobium armitiae là một loài thực vật có hoa trong họ Lan . Loài này được F.M.Bailey mô tả khoa học đầu tiên năm 1900. [1],0
Palicourea ponasae,Palicourea ponasae là một loài thực vật có hoa trong họ Thiến thảo . Loài này được K.Krause mô tả khoa học đầu tiên năm 1908. [1],0
Astracantha octopus,Astracantha octopus là một loài thực vật có hoa trong họ Đậu . Loài này được (C.C.Towns.) Podlech miêu tả khoa học đầu tiên. [1],0
Rhopalizus schweinfurthi,Rhopalizus schweinfurthi là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
Lirceus fontinalis,Lirceus fontinalis là một loài chân đều trong họ Asellidae . Loài này được Rafinesque-Schmaltz miêu tả khoa học năm 1820. [1],0
Mughalsarai,"Mughalsarai (tên chính thức Pandit Deen Dayal Upadhyaya Nagar ) là một thành phố và là nơi đặt ban đô thị ( municipal board ) của quận Chandauli thuộc bang Uttar Pradesh , Ấn Độ .",1
Notiosterrha interalbulata,Notiosterrha interalbulata là một loài bướm đêm trong họ Geometridae . [1],0
"Devenahalli, Sidlaghatta","Devenahalli là một làng thuộc tehsil Sidlaghatta , huyện Kolar , bang Karnataka , Ấn Độ . [1] [2]",1
Pombia,"Pombia là một đô thị ở tỉnh Novara ở vùng Piedmont của Ý , tọa lạc cách 100 km về phía đông bắc của Torino và khoảng 20 km về phía bắc của Novara . Tại thời điểm ngày 31 tháng 12 năm 2004 , đô thị này có dân số 1.834 người và diện tích là 12,0 km². [1]",1
Mojaviodes blanchardae,Mojaviodes blanchardae là một loài bướm đêm trong họ Crambidae . [1] [2],0
Shigehiro Takuya,Takuya Shigehiro (sinh ngày 5 tháng 5 năm 1995) là một cầu thủ bóng đá người Nhật Bản . [1],3
Oreodytes productotruncatus,Oreodytes productotruncatus là một loài bọ cánh cứng trong họ Bọ nước . Loài này được Hatch miêu tả khoa học năm 1944. [1],0
"Chikkabyagathavalli, Holenarsipur","Chikkabyagathavalli là một làng thuộc tehsil Hole Narsipur , huyện Hassan , bang Karnataka , Ấn Độ . [1] [2]",1
Khu căn cứ cách mạng,"Khu căn cứ cách mạng ( tiếng Trung : 革命根据地 ; Hán-Việt : Cách mạng căn cứ địa ; bính âm : Gémìng gēnjùdì ), hay đơn giản là khu căn cứ , dựa theo công thức ban đầu của Mao Trạch Đông về chiến lược quân sự trong chiến tranh nhân dân , là một thành trì địa phương mà lực lượng cách mạng tiến hành chiến tranh nhân dân nên cố gắng thiết lập, bắt đầu từ vùng sâu, vùng xa có địa hình đồi núi, rừng rậm, địch yếu.",1
Perdita baccharidis,Perdita baccharidis là một loài Hymenoptera trong họ Andrenidae . Loài này được Cockerell mô tả khoa học năm 1900. [1],0
Orthotrichum ulmicola,"Orthotrichum ulmicola là một loài rêu trong họ Orthotrichaceae . Loài này được Lag., D. García & Clemente mô tả khoa học đầu tiên năm 1802. [1]",0
Appendicula rostrata,Appendicula rostrata là một loài thực vật có hoa trong họ Lan . Loài này được J.J.Sm. mô tả khoa học đầu tiên năm 1916. [1],0
Trường Harvard Mùa hè,"Trường Harvard Mùa hè (tiếng Anh: Harvard Summer School ) là ngôi trường chỉ giảng dạy vào mùa hè do Phân khoa Giáo dục Thường xuyên của Đại học Harvard điều hành. Thành lập vào năm 1871, trường giảng dạy khoảng 5.000 sinh viên mỗi năm. Trường không cấp bằng mà chỉ giảng dạy các tín chỉ. Mặc dù trực thuộc Đại học Harvard, trường Harvard Mùa hè không có sự chọn lọc cao trong tuyển sinh. [1]",3
Demonax detortus,Demonax detortus là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
Nguyên bào mỡ,"Nguyên bào mỡ ( lipoblast, adipoblast, preadipocyte ) là tế bào sơ khai sẽ phát triển thành tế bào mỡ . [1] [2] [3] Những giai đoạn phát triển đầu tiên của chúng rất khó phân biệt với nguyên bào sợi . [4]",0
Tipula cinerascens,Tipula cinerascens là một loài ruồi trong họ Ruồi hạc (Tipulidae). Chúng phân bố ở vùng sinh thái Palearctic . [1],0
Philodromus immaculatus,Philodromus immaculatus là một loài nhện trong họ Philodromidae . [1],0
Sân bay Montpellier - Méditerranée,"Sân bay Montpellier - Méditerranée tên tiếng Pháp Aéroport de Montpellier - Méditerranée ( IATA : MPL , ICAO : LFMT ), cũng có tên Sân bay Fréjorgues , là một sân bay ở phía nam Pháp . Sân bay này có cự ly 7 km về phía đông nam Montpellier [1] ở Mauguio . Sân bay này xếp thứ 9 về số lượt khách ở Pháp (hơn 1,5 triệu lượt khách trong năm 2003).",2
Văn Khâm,"Văn Khâm ( chữ Hán : 文钦, ? – 257 ), tên tự là Trọng Nhược , người Tiếu Quận [1] [2] , là tướng lĩnh nhà Tào Ngụy thời Tam Quốc trong lịch sử Trung Quốc .",1
Falkenhagen,"Falkenhagen là một đô thị thuộc huyện Märkisch-Oderland , bang Brandenburg , Đức .",1
Tympanota perophora,Tympanota perophora là một loài bướm đêm trong họ Geometridae . [1],0
Tateanthus,Tateanthus là chi thực vật có hoa trong họ Mua . [1],0
"Umurlar, Hadim","Umurlar là một xã thuộc huyện Hadim , tỉnh Konya , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2011 là 101 người. [1]",1
Hemipolygona beckyae,"Hemipolygona beckyae là một loài ốc biển , là động vật thân mềm chân bụng sống ở biển trong họ Fasciolariidae . [1]",0
Arcanator orostruthus,"Arcanator orostruthus là một loài chim trong họ Modulatricidae , [2] đặc hữu Mozambique và Tanzania . [3] Nó cũng là loài duy nhất của chi Arcanator .",0
Yến đuôi nhọn phao câu bạc,Rhaphidura leucopygialis là một loài chim trong họ Apodidae . [1],0
Pedaria sudrei,Pedaria sudrei là một loài bọ cánh cứng trong họ Bọ hung (Scarabaeidae). [1] [2],0
"Saint-Palais, Allier",Saint-Palais là một xã ở tỉnh Allier thuộc miền trung nước Pháp .,1
Mar Vermelho,"Mar Vermelho là một đô thị ở bang Alagoas , Brasil . Dân số là 4.012 người.",1
Đội tuyển bóng đá quốc gia Kazakhstan,Đội tuyển bóng đá quốc gia Kazakhstan là đội tuyển cấp quốc gia của Kazakhstan do Liên đoàn bóng đá Kazakhstan quản lý.,3
Marcoing,"Marcoing là một xã ở tỉnh Nord ở miền bắc nước Pháp . Xã này có diện tích 15,11 km² , dân số năm 1999 là 1932 người. Xã nằm ở khu vực có độ cao trung bình 51 mét trên mực nước biển .",1
Platyscia,Platyscia là một chi bướm đêm thuộc họ Erebidae .,0
Rosine Vieyra Soglo,"Rosine Vieyra Soglo (sinh ngày 7 tháng 3 năm 1936) là một chính trị gia người Benin . Bà là thành viên của Quốc hội Bénin và cũng từng là thành viên của Quốc hội Liên minh châu Phi. [1] [2] Soglo kết hôn với Nicéphore Soglo, người từng là Tổng thống Bénin từ năm 1991 đến năm 1996. [3]",3
Astragalus aboriginum,Astragalus aboriginum là một loài thực vật có hoa trong họ Đậu . Loài này được Spreng. miêu tả khoa học đầu tiên. [1],0
23788 Cofer,23788 Cofer là một tiểu hành tinh vành đai chính với chu kỳ quỹ đạo là 1262.7625836 ngày (3.46 năm). [1],0
Hyposmocoma lineata,"Hyposmocoma lineata là một loài bướm đêm thuộc họ Cosmopterigidae . Nó là loài đặc hữu của Maui . Loài địa phương ở Haleakala, nơi nó được tim thấy ở độ cao 5,000 feet.",0
"Durak, Halfeti","Durak là một xã thuộc huyện Halfeti , tỉnh Şanlıurfa , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2011 là 561 người. [1]",1
Oncidium zelenkoanum,Oncidium zelenkoanum là một loài thực vật có hoa trong họ Lan . Loài này được Dressler & Pupulin mô tả khoa học đầu tiên năm 2003. [1],0
Oligostigmoides,Oligostigmoides là một chi bướm đêm thuộc họ Crambidae .,0
Domaháza,"Domaháza là một thị trấn thuộc hạt Borsod-Abaúj-Zemplén , Hungary . Thị trấn này có diện tích 28,83 km², dân số năm 2010 là 857 người, [1] mật độ 30 người/km².",1
Draconarius pervicax,Draconarius pervicax là một loài nhện trong họ Amaurobiidae . Loài này được phát hiện ở Trung Quốc .,0
Prosopanche costaricensis,Prosopanche costaricensis là một loài thực vật có hoa trong họ Hydnoraceae . Loài này được L.D.Goméz miêu tả khoa học đầu tiên năm 1981. [1],0
Tổng cục Môi trường (Việt Nam),"Tổng cục Môi trường ( tiếng Anh : Vietnam Environment Administration , viết tắt là VEA ) (đã ngừng hoạt động từ ngày 01/01/2023) là cơ quan trực thuộc Bộ Tài nguyên và Môi trường , thực hiện chức năng tham mưu, giúp Bộ trưởng Bộ Tài nguyên và Môi trường quản lý nhà nước và tổ chức thực thi pháp luật về bảo vệ môi trường và đa dạng sinh học trong phạm vi cả nước ; quản lý và tổ chức thực hiện các hoạt động dịch vụ công thuộc phạm vi quản lý nhà nước của Tổng cục theo quy định của pháp luật .",3
Aidia quintasii,Aidia quintasii là một loài thực vật có hoa trong họ Thiến thảo . Loài này được (K.Schum.) G.Taylor mô tả khoa học đầu tiên năm 1944. [1],0
"Quận Midland, Michigan","Quận Midland một quận thuộc tiểu bang Michigan , Hoa Kỳ . Quận lỵ đóng ở Midland 6 . Theo điều tra dân số năm 2000 của Cục điều tra dân số Hoa Kỳ năm 2000 , quận có dân số 82.874 người.",1
Mặt trận Tiến bộ Quốc gia (Syria),"Mặt trận Tiến bộ Quốc gia ( tiếng Ả Rập : الجبهة الوطنية التقدمية ‎, al-Jabha al-Waṭaniyyah at-Taqaddumiyyah , NPF) là một liên minh chính trị của các đảng ở Syria ủng hộ định hướng chủ nghĩa dân tộc Ả Rập và chủ nghĩa chống đế quốc của chính phủ và chấp nhận ""vai trò hàng đầu trong xã hội"" của Đảng Ba'ath , đảng lớn nhất trong NPF.",3
"Üçpınar, Gönen","Üçpınar là một xã thuộc huyện Gönen , tỉnh Balıkesir , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2010 là 81 người. [1]",1
Acalypha crenata,Acalypha crenata là một loài thực vật có hoa trong họ Đại kích . Loài này được Hochst. ex A.Rich. mô tả khoa học đầu tiên năm 1850. [1],0
Scelolyperus phenacus,Scelolyperus phenacus là một loài bọ cánh cứng trong họ Chrysomelidae . Loài này được Wilcox miêu tả khoa học năm 1965. [1],0
Giải quần vợt vô địch quốc gia Pháp 1949 - Đơn nữ,"Hạt giống số 1 Margaret duPont đánh bại Nelly Adamson 7–5, 6–2 trong trận chung kết để giành chức vô địch Đơn nữ tại Giải quần vợt vô địch quốc gia Pháp 1949 . [1]",3
Pinar del Río,"Pinar del Río là một thành phố ở Cuba. Nó là thủ phủ của tỉnh Pinar del Río . Thành phố này có diện tích 70,7  km² (nội ô) và tổng diện tích là 708  km², dân số năm 2002 là 189.221 (toàn bộ) và 152.200 (nội ô). Thành phố này nằm trong một khu vực trồng thuốc lá và là một trung tâm của ngành công nghiệp thuộc lá. Dân của thành phố này tiếng Tây Ban Nha gọi Là Pinareños . Ở đây có Đại học Pinar del Rio .",1
Astragalus dactylocarpus,Astragalus dactylocarpus là một loài thực vật có hoa trong họ Đậu . Loài này được Boiss. miêu tả khoa học đầu tiên. [1],0
Cameraria pentekes,Cameraria pentekes là một loài bướm đêm thuộc họ Gracillariidae . Nó được tìm thấy ở British Columbia và Hoa Kỳ (California và Washington). [2],0
Psychotria pacimonica,Psychotria pacimonica là một loài thực vật có hoa trong họ Thiến thảo . Loài này được Müll.Arg. miêu tả khoa học đầu tiên năm 1881. [1],0
Agyneta martensi,Agyneta martensi là một loài nhện trong họ Linyphiidae . [1],0
9848 Yugra,9848 Yugra (1990 QX17) là một tiểu hành tinh vành đai chính được phát hiện ngày 26 tháng 8 năm 1990 bởi L. V. Zhuravleva ở Đài vật lý thiên văn Crimean .,0
Glypta ambigua,Glypta ambigua là một loài tò vò trong họ Ichneumonidae . [1],0
Colobothea passerina,Colobothea passerina là một loài bọ cánh cứng trong họ Cerambycidae . [1],0
Atractodes ashmeadi,Atractodes ashmeadi là một loài tò vò trong họ Ichneumonidae . [1],0
Adonisea suetus,Adonisea suetus là một loài bướm đêm trong họ Noctuidae . [1] [2],0
