title,content,label
Xăm Khòe,"Xăm Khòe là một xã thuộc huyện Mai Châu , tỉnh Hòa Bình , Việt Nam .",2
Hyptis perbullata,Hyptis perbullata là một loài thực vật có hoa trong họ Hoa môi . Loài này được Fern.Alonso mô tả khoa học đầu tiên năm 1995. [1],1
Châu Ngọc Quang,"Châu Ngọc Quang (sinh ngày 1 tháng 2 năm 1996) là một cầu thủ bóng đá chuyên nghiệp người Việt Nam hiện đang thi đấu ở vị trí tiền vệ trung tâm , tiền vệ cánh cho câu lạc bộ LP Bank Hoàng Anh Gia Lai tại V.League 1 .",4
Hookeria sublimbata,Hookeria sublimbata là một loài Rêu trong họ Hookeriaceae . Loài này được Müll. Hal. mô tả khoa học đầu tiên năm 1851. [1],1
"Susuzmüsellim, Hayrabolu","Susuzmüsellim là một xã thuộc huyện Hayrabolu , tỉnh Tekirdağ , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2011 là 254 người. [1]",2
Amelia Kyambadde,"Amelia Anne Kyambadde là một chính trị gia người Uganda . Bà là Bộ trưởng Bộ Thương mại, Công nghiệp và Hợp tác xã hiện tại trong Nội các Uganda, được bổ nhiệm vào vị trí đó vào ngày 6 tháng 6 năm 2016. [1] Bà trước đây đã từng là Bộ trưởng Bộ Thương mại và Công nghiệp từ ngày 27 tháng 5 năm 2011 đến ngày 6 tháng 6 năm 2016. [2] Kyambadde thay thế Kahinda Otafiire, người được bổ nhiệm làm Bộ trưởng Tư pháp. [3] Amelia Kyambadde cũng là thành viên của Nghị viện (MP) được bầu cho ""Mawokota County North"" tại quận Mpigi.",4
Lamasón,"Lamasón là một đô thị thuộc cộng đồng tự trị Cantabria , Tây Ban Nha . Theo điều tra dân số năm 2007 , đô thị này có dân số là 338 người. Thủ phủ là Sobrelapeña .",2
Girancourt,"Girancourt là một xã , nằm ở tỉnh Vosges trong vùng Grand Est của Pháp. Xã này có diện tích 17,66 kilômét vuông , dân số năm 1999 là 759 người. Xã này nằm ở khu vực có độ cao trung bình 352 m trên mực nước biển .",2
Arlet,Arlet là một xã thuộc tỉnh Haute-Loire nam trung bộ nước Pháp . Xã Arlet nằm ở khu vực có độ cao trung bình 580 mét trên mực nước biển .,2
"Gollenberg, Birkenfeld","Gollenberg là một đô thị thuộc huyện Birkenfeld , bang Rheinland-Pfalz , Đức . Đô thị này có diện tích 3,25 km² .",2
Xenohyla eugenioi,"Xenohyla eugenioi là một loài ếch thuộc họ Nhái bén .\nĐây là loài đặc hữu của Brasil . Môi trường sống tự nhiên của chúng là rừng khô nhiệt đới hoặc cận nhiệt đới, xavan ẩm, vùng cây bụi khô khu vực nhiệt đới hoặc cận nhiệt đới, đầm nước ngọt có nước theo mùa, và vùng nhiều đá.\nChúng hiện đang bị đe dọa vì mất môi trường sống .",1
Mesoleptus derasus,Mesoleptus derasus là một loài tò vò trong họ Ichneumonidae . [1],1
Hangaku Gozen,"Hangaku Gozen ( 坂額御前 (Phản Ngạch Ngự Tiền) , Hangaku Gozen ? ) là một nữ chiến binh samurai , một trong số ít nữ chiến binh thường được biết đến trong lịch sử hoặc văn học cổ điển Nhật Bản .",4
Megachile fimbriata,Megachile fimbriata là một loài Hymenoptera trong họ Megachilidae . Loài này được Smith mô tả khoa học năm 1853. [1],1
"Hiretemminhal, Kushtagi","Hiretemminhal là một làng thuộc tehsil Kushtagi , huyện Koppal , bang Karnataka , Ấn Độ . [1] [2]",2
Scraptia argentina,Scraptia argentina là một loài bọ cánh cứng trong họ Scraptiidae . Loài này được Pic mô tả khoa học năm 1920. [1],1
Malthinus coxalis,Malthinus coxalis là một loài bọ cánh cứng trong họ Cantharidae . Loài này được Wittmer & Brancucci miêu tả khoa học năm 1978. [1],1
Lochmaeocles confertus,Lochmaeocles confertus là một loài bọ cánh cứng trong họ Cerambycidae . [1],1
Peridroma purpurascens,Peridroma purpurascens là một loài bướm đêm trong họ Noctuidae . [1] [2],1
Euphaea hirta,Euphaea hirta là loài chuồn chuồn trong họ Euphaeidae (Epallagidae) . Loài này được Hämäläinen & Karube mô tả khoa học đầu tiên năm 2001. [1],1
Grimmia novae-zeelandiae,Grimmia novae-zeelandiae là một loài Rêu trong họ Grimmiaceae . Loài này được R. Br. bis mô tả khoa học đầu tiên năm 1895. [1],1
USS Guadalcanal (CVE-60),"USS Guadalcanal (CVE-60) là một tàu sân bay hộ tống lớp Casablanca được Hải quân Hoa Kỳ chế tạo trong Chiến tranh Thế giới thứ hai ; tên nó được đặt theo đảo Guadalcanal thuộc khu vực quần đảo Solomon , Nam Thái Bình Dương , nơi diễn ra Trận Guadalcanal vào năm 1942 . Guadalcanal chỉ thuần túy hoạt động tại Mặt trận Đại Tây Dương cho đến hết Thế Chiến II, chủ yếu trong vai trò tìm diệt tàu ngầm U-boat Đức Quốc xã và huấn luyện phi công tàu sân bay , và nổi bật do thành tích chiếm được chiếc U-505 hầu như nguyên vẹn trong chiếc tranh. Nó xuất biên chế năm 1946 , rút đăng bạ năm 1958 và bị bán để tháo dỡ năm 1959 . Guadalcanal được tặng thưởng danh hiệu Đơn vị Tuyên dương Tổng thống cùng ba Ngôi sao Chiến trận do thành tích phục vụ trong Thế Chiến II.",2
Hylaeus hula,Hylaeus hula là một loài Hymenoptera trong họ Colletidae . Loài này được Perkins mô tả khoa học năm 1911. [1],1
Guevaria micranthera,Guevaria micranthera là một loài thực vật có hoa trong họ Cúc . Loài này được H.Rob. mô tả khoa học lần đầu tiên vào năm 1998. [1],1
Monochamus gardneri,Monochamus gardneri là một loài bọ cánh cứng trong họ Cerambycidae . [1],1
Sân bay Nova Lisboa,"Sân bay Humabo ( IATA : NOV , ICAO : FNHU ) là một sân bay công ở đông bắc Huambo , một thành phố ở Angola . Trong thời thuộc đia, thành phố này có tên Nova Lisboa. Sân bay này có 1 phi đạo dài 2660 m có bề mặt rải nhựa đường .",3
Eugoa turbida,"Eugoa turbida là một loài bướm đêm thuộc phân họ Arctiinae , họ Erebidae . [1]",1
Phasia obesa,Phasia obesa là một loài ruồi trong họ Tachinidae . [1] [2],1
Amplirhagada montalivetensis,"Amplirhagada montalivetensis là một loài air-breathing land snail , a terrestrial pulmonate gastropoda Molluscas trong họ Camaenidae . Đây là loài đặc hữu của Úc .",1
"Midway North, Texas","Midway North là một nơi ấn định cho điều tra dân số (CDP) thuộc quận Hidalgo , tiểu bang Texas , Hoa Kỳ . Năm 2010, dân số của nơi này là 4752 người. [1]",2
Nguyễn Văn Minh (trung tướng Quân lực Việt Nam Cộng hòa),"Nguyễn Văn Minh (1929-2006) nguyên là một tướng lĩnh Bộ binh của Quân lực Việt Nam Cộng hòa , cấp bậc Trung tướng . Ông xuất thân từ những khóa đầu tại trường Võ bị Liên quân được mở ra ở Nam Cao nguyên Trung phần Việt Nam. Trong thời gian tại ngũ, ngoài chuyên môn là chỉ huy các đơn vị Bộ binh, ông cũng được biệt phái qua lĩnh vực Hành chính Quân sự làm Quân trưởng, Tỉnh trưởng. Về sau ông được đảm trách Tư lệnh một Quân đoàn trọng yếu và 2 lần Tư lệnh Biệt khu Thủ đô , một địa bàn mà trong đó tất cả các cơ quan đầu não của Chính quyền và Quân đội Việt Nam Cộng hòa đều tập trung tại đây. Bấy giờ, giới quân nhân đặt cho ông biệt danh là ""Minh đờn"" do khả năng trình diễn đàn guitar . [2]",2
Anonychia,Anonychia là một chi bướm đêm thuộc họ Geometridae . [1],1
Beaucamps-le-Vieux,"Beaucamps-le-Vieux là một xã ở tỉnh Somme , vùng Hauts-de-France , Pháp .",2
"Asbach, Neuwied","Asbach là một đô thị thuộc huyện Neuwied , trong bang Rheinland-Pfalz , phía tây nước Đức . Đô thị Asbach, Neuwied có diện tích 38,59 km² , dân số thời điểm ngày 31 tháng 12 năm 2006 là 7051 người. Đô thị này tọa lạc ở Westerwald , cự ly khoảng 25 km về phía bắc của Neuwied , và 25 km về phía đông nam của Bonn .",2
Vũ Xuân Hồng,"Vũ Xuân Hồng (sinh 4 tháng 1 năm 1950 ), quê quán tại xã Yên Mạc, huyện Yên Mô , tỉnh Ninh Bình ; là một chính khách Việt Nam . Ông gia nhập Đảng Cộng sản Việt Nam vào ngày 27 tháng 2 năm 1968 , Ông nguyên là Bí thư Đảng đoàn, Chủ tịch Liên hiệp các Tổ chức Hữu nghị Việt Nam ; Ủy viên Đoàn Chủ tịch Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam ; Đại biểu Quốc hội Việt Nam (khóa X, XI, XII, XIII), Ủy viên Ủy ban Đối ngoại của Quốc hội (khóa XII, XIII); Bí thư Trung ương đoàn thanh niên cộng sản Hồ chí minh",4
Cybister irritans,Cybister irritans là một loài bọ cánh cứng trong họ Bọ nước . Loài này được Dohrn miêu tả khoa học năm 1875. [1],1
Błądkowo,"Błądkowo [bwɔntˈkɔvɔ] ( tiếng Đức : Plantikow ) là một ngôi làng thuộc khu hành chính của Gmina Dobra, thuộc quận Łobez , West Pomeranian Voivodeship , ở phía tây bắc Ba Lan. [1] Nó nằm khoảng 6 kilômét (4 mi) phía tây Dobra, 26 km (16 mi) phía tây obez và 48 km (30 mi) về phía đông bắc của thủ đô khu vực Szczecin .",2
Colaranea brunnea,Colaranea brunnea là một loài nhện trong họ Araneidae . [1],1
Uetendorf,"Uetendorf là một đô thị trong huyện Thun , bang Bern , Thụy Sĩ . Đô thị này có diện tích km2, dân số thời điểm tháng 12 năm 2009 là người.",2
Tiếng Mạc,"Tiếng Mạc ( tiếng Trung : 莫语 ; tên tự gọi: ʔai3 maːk8 ) [3] là một ngôn ngữ Đồng–Thủy được nói ở huyện Lệ Ba , châu Kiềm Nam , tỉnh Quý Châu , Trung Quốc . Nó được nói chủ yếu ở bốn trấn Dương Phong (羊/阳风乡, bao gồm phương ngữ Đại Lợi 大利村 và Tân Xương 新场村 [4] ), Phương Thôn (方村), Giáp Lương (甲良) và Địa Nghệ (地莪) thuộc Giáp Lương (甲良), Lệ Ba. Người nói tiếng Mạc cũng sinh sống tại huyện Độc Sơn . Tiếng Mạc được nói cùng với tiếng Cẩm và tiếng Bố Y . [5] Người Mạc được chính phủ Trung Quốc chính thức phân loại là dân tộc Bố Y .",2
Mimochroa albifrons,Mimochroa albifrons là một loài bướm đêm trong họ Geometridae . [1],1
Timonius trichocladus,Timonius trichocladus là một loài thực vật có hoa trong họ Thiến thảo . Loài này được Merr. & L.M.Perry miêu tả khoa học đầu tiên năm 1945. [1],1
Phyllis Joyce McClean Punnett,"Phyllis Joyce McClean Punnett (17 tháng 3 năm 1917 - 12 tháng 10 năm 2004) là một nhạc sĩ và nhà văn nổi tiếng với việc viết lời bài hát "" Saint Vincent, Land so beautiful "", quốc ca của Saint Vincent và Grenadines năm 1967. [1]",4
Sceloenopla laeta,Sceloenopla laeta là một loài bọ cánh cứng trong họ Chrysomelidae . Loài này được Baly miêu tả khoa học năm 1858. [1],1
Bertizarana,"Bertizarana là một đô thị trong tỉnh và cộng đồng tự trị Navarre , Tây Ban Nha . Đô thị này có diện tích là 38,75 ki-lô-mét vuông , dân số năm 2007 là 662 người.\nĐô thị này nằm ở độ cao 136 m trên mực nước biển .",2
Chuyến bay 80 của FedEx Express,"Chuyến bay 80 của FedEx Express là chuyến bay chở hàng theo lịch trình từ Sân bay Quốc tế Bạch Vân Quảng Châu ở Trung Quốc , đến Sân bay Quốc tế Narita ở Narita , Quận Chiba (gần Tokyo ), Nhật Bản . Vào ngày 23 tháng 3 năm 2009, chiếc McDonnell Douglas MD-11F (N526FE) điều hành chuyến bay đã bị rơi lúc 6:48 sáng JST (21:48 UTC , ngày 22 tháng 3), khi đang cố gắng hạ cánh trên Đường băng 34L trong điều kiện gió giật. Máy bay trở nên mất ổn định khi bùng phát và chạm đất, dẫn đến một cú hạ cánh ""nảy lên"" không được phục hồi với sự cố cấu trúc của thiết bị hạ cánh và khung máy bay , đồng thời dừng lại trên đường băng, đảo ngược và bốc cháy dữ dội. [1] [2] Cơ trưởng và cơ phó, những người duy nhất trên máy bay, đều thiệt mạng. [3]",4
Poritiinae,Poritiinae là một phân họ Bướm xanh . Ấu trùng của các loài thuộc phân họ này khác thường là ăn tảo và địa y .,1
Gà Marsh Daisy,"Gà Marsh Daisy là một giống gà hiếm có nguồn gốc ở Lancashire , Anh . Tên của giống gà có thể liên quan đến nguồn gốc của nó trong một khu vực giống như đầm lầy, hoặc có một mồng gà lớn của nó giống như hoa Marsh Daisy (Armeria maritima).",1
Adelptes,Adelptes là một chi bọ cánh cứng trong họ Mordellidae . [1] Chi này được miêu tả khoa học năm 1965 bởi Franciscolo.,1
Meursault,"Meursault là một xã trong tỉnh Côte-d'Or , thuộc vùng Bourgogne-Franche-Comté của nước Pháp , có dân số là 1.598 người (thời điểm 1999). Meursault nằm khoảng 7 km về phía nam của Beaune và giáp ranh về phía nam với Puligny-Montrachet và Blagny . Rượu vang trắng của Meursault là một trong những loại rượu vang trắng ngon. Giá một chai thường không dưới 15 Euro , thông thường trong khoảng 25 đến 35 Euro một chai (thời điểm 2005).",2
Agus Nova Wiantara,Agus Nova Wiantara (sinh ngày 10 tháng 11 năm 1992 ở Tabanan ) là một cầu thủ bóng đá người Indonesia thi đấu cho Bali United F.C. ở Liga 1 ở vị trí Trung vệ [1],4
Samrong Thap (huyện),"Samrong Thap ( tiếng Thái : สำโรงทาบ ) là một huyện ( amphoe ) ở phía đông của tỉnh Surin , đông bắc Thái Lan .",2
Pristimantis delius,"Eleutherodactylus delius là một loài động vật lưỡng cư trong họ Strabomantidae , thuộc bộ Anura . Loài này được Duellman & Mendelson miêu tả khoa học đầu tiên năm 1995. [1]",1
Torre Cívica,"Torre Cívica (hoặc Torre della Ghirlandina ) là tháp chuông của Nhà thờ chính tòa Modena , thuộc vùng Emilia-Romagna , Ý . Cùng với Nhà thờ chính tòa Modena, Piazza Grande , tháp này đã được UNESCO công nhận là di sản thế giới từ năm 1997.",4
Halictus centrosus,Halictus centrosus là một loài Hymenoptera trong họ Halictidae . Loài này được Vachal mô tả khoa học năm 1910. [1],1
Caenopteris rhizophylla,Caenopteris rhizophylla là một loài dương xỉ trong họ Aspleniaceae . Loài này được Thunb. mô tả khoa học đầu tiên. [1] Danh pháp khoa học của loài này chưa được làm sáng tỏ.,1
"Fincanburnu, Kütahya","Fincanburnu là một xã thuộc thành phố Kütahya , tỉnh Kütahya , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2008 là 149 người. [1]",2
Crax alector,"Crax alector là một loài chim trong họ Cracidae . [2] Loài chim này được tìm thấy trong các khu rừng ẩm ướt ở miền bắc Nam Mỹ ở Colombia , Venezuela , Guianas và xa phía bắc Brazil. Được giới thiệu đến Bahamas, Cuba , Jamaica, Haiti, Cộng hòa Dominica, Puerto Rico và Antilles Lesser. Đây là loài duy nhất của chi Crax mà chim trống và chim mái không có khác biệt về bộ lông.",1
Hatita,Hatita là một chi bọ cánh cứng trong họ Chrysomelidae . [1] Chi này được miêu tả khoa học năm 1891 bởi Fairmaire.,1
Morinda glomerata,Morinda glomerata là một loài thực vật có hoa trong họ Thiến thảo . Loài này được (Blume) Miq. mô tả khoa học đầu tiên năm 1857. [1],1
Thư viện Công cộng Seattle,"Thư viện Công cộng Seattle ( tiếng Anh :Seattle Public Library) là một hệ thống thư viện ở Seattle , tiểu bang Washington , Hoa Kỳ ..\nThư viện được chính thức thành lập năm 1890, mặc dù người ta đã dự định thành lập thư viện này vào năm 1868. Hệ thống có 26 chi nhánh, phần lớn chi nhánh được đặt tên theo quận và phường nơi chúng tọa lạc. Tại thời điểm năm 2011, hệ thống thư viện này có 930.000 đầu sách.",4
Adiantum asperum,Adiantum asperum là một loài thực vật có mạch trong họ Adiantaceae . Loài này được (Poir.) Desv. miêu tả khoa học đầu tiên năm 1811. [1],1
Lotononis exstipulata,Lotononis exstipulata là một loài thực vật có hoa trong họ Đậu . Loài này được L.Bolus miêu tả khoa học đầu tiên. [1],1
Dichrostachys bernieriana,Dichrostachys bernieriana là một loài thực vật có hoa trong họ Đậu . Loài này được Baill. miêu tả khoa học đầu tiên. [1],1
Muhlenbergia sobolifera,Muhlenbergia sobolifera là một loài thực vật có hoa trong họ Hòa thảo . Loài này được (Muhl.) Trin. mô tả khoa học đầu tiên năm 1824. [1],1
Nhậm Chấn Hạc,"Nhậm Chấn Hạc (hay Nhiệm Chân Hạc , tiếng Trung giản thể : 任振鹤, bính âm Hán ngữ : Rèn Zhèn Hè , sinh tháng 3 năm 1964, người Thổ Gia ) là chính trị gia nước Cộng hòa Nhân dân Trung Hoa . Ông là Ủy viên Ủy ban Trung ương Đảng Cộng sản Trung Quốc khóa XX , hiện là Phó Bí thư Tỉnh ủy, Bí thư Đảng tổ, Tỉnh trưởng Chính phủ Nhân dân tỉnh Cam Túc . Ông nguyên là Phó Bí thư chuyên chức Tỉnh ủy tỉnh Giang Tô; Thường vụ Tỉnh ủy, Bí thư Ủy ban Kiểm tra Kỷ luật Tỉnh ủy, Chủ nhiệm Ủy ban Giám sát tỉnh Chiết Giang, Bộ trưởng Bộ Tổ chức Tỉnh ủy tỉnh Chiết Giang; Thường vụ Tỉnh ủy, Bí thư Thị ủy địa cấp thị Tương Dương, Hồ Bắc; Phó Tỉnh trưởng Chính phủ Nhân dân tỉnh Hồ Bắc. [1]",4
Salsola zygophylla,Salsola zygophylla là loài thực vật có hoa thuộc họ Dền . Loài này được Batt. & Trab. miêu tả khoa học đầu tiên năm 1890. [1],1
Lastrea affinis,Lastrea affinis là một loài dương xỉ trong họ Dryopteridaceae . Loài này được Bedd. mô tả khoa học đầu tiên năm 1883. [1] Danh pháp khoa học của loài này chưa được làm sáng tỏ.,1
Calymmaria californica,Calymmaria californica là một loài nhện trong họ Hahniidae . [1],1
"Zührecik, Karkamış","Zührecik là một xã thuộc huyện Karkamış , tỉnh Gaziantep , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2011 là 110 người. [1]",2
Geissospermum reticulatum,Geissospermum reticulatum là một loài thực vật có hoa trong họ La bố ma . Loài này được A.H.Gentry mô tả khoa học đầu tiên năm 1984. [1],1
Alvania claudioi,"Alvania claudioi là một loài ốc biển nhỏ, là động vật thân mềm chân bụng sống ở biển trong họ Rissoidae . [1]",1
Oligostigma profusalis,Oligostigma profusalis là một loài bướm đêm trong họ Crambidae . [1] [2],1
Indolestes gracilis,Indolestes gracilis là loài chuồn chuồn trong họ Lestidae . Loài này được Hagen in Selys mô tả khoa học đầu tiên năm 1862. [1],1
Ramin Djawadi,"Ramin Djawadi ( tiếng Ba Tư : رامین جوادی ‎; sinh ngày 19 tháng 7 năm 1974) là nam nhạc sĩ kiêm nhà soạn nhạc người Đức gốc Iran . Cho đến nay, anh được nhiều người biết đến nhiều nhất với phần nhạc phim soạn cho bộ phim truyền hình Trò chơi vương quyền nổi tiếng của HBO . Ngoài ra anh cũng được biết đến với các tác phẩm cho các bộ phim như Tử chiến trường thành , Vành đai Thái Bình Dương , Warcraft và phần nhạc phim được đề cử Grammy cho bộ phim Người Sắt năm 2008 của Marvel , và các series phim truyền hình bao gồm Vượt ngục , Person of Interest , và Thế giới miền tây .",4
Cyathea speciosa,Cyathea speciosa là một loài thực vật có mạch trong họ Cyatheaceae . Loài này được Humb. & Bonpl. ex Willd. mô tả khoa học đầu tiên năm 1810. [1],1
Hypnum uncinatum,Hypnum uncinatum là một loài Rêu trong họ Hypnaceae . Loài này được Hedw. mô tả khoa học đầu tiên năm 1801. [1],1
Dương Xuân Vinh,"Dương Xuân Vinh là một sĩ quan cấp cao trong Quân đội nhân dân Việt Nam , hàm Trung tướng . Ông từng giữ chức vụ Chính ủy Tổng cục II, Bộ Quốc phòng Việt Nam từ năm 2009 đến năm 2016 . [1] [2] [3] [4]",2
Senecio confertus,Senecio confertus là một loài thực vật có hoa trong họ Cúc . Loài này được Sch.Bip. ex A.Rich. miêu tả khoa học đầu tiên năm 1843. [1],1
Mãn Sủng,Mãn Sủng (tiếng Hán: 滿寵; Phiên âm: Man Chong) (??? - 242) là đại thần nhà Tào Ngụy trong thời kỳ Tam Quốc .,4
Turkmenistan,"Turkmenistan ( tiếng Turkmen : Türkmenistan/Түркменистан/تۆركمنيستآن , phát âm [tyɾkmeniˈθːtaːn] ; tiếng Nga : Туркмения (Turkmeniya), phiên âm tiếng Việt : Tuốc-mê-ni-xtan ) là một quốc gia tại Trung Á . Tên ""Turkmenistan"" bắt nguồn từ tiếng Ba Tư , có nghĩa ""nước của người Turkmen "". Nước này giáp với Afghanistan về phía đông nam, Iran về phía tây nam, Uzbekistan về phía đông bắc, Kazakhstan về phía tây bắc, và biển Caspi về phía tây. 87% dân số Turkmenistan là tín đồ Hồi giáo trong đó phần lớn là người Turkmen.",2
Sainte-Mesme,"Sainte-Mesme là một xã của Pháp , nằm ở tỉnh Yvelines trong vùng Île-de-France .\nCác xã giáp ranh gồm: Dourdan và Corbreuse ( Essonne ) về phía đông, Saint-Arnoult-en-Yvelines và Ponthévrard về phía tây bắc, Saint-Martin-de-Bréthencourt về phía tây nam.",2
Cayaponia ulei,Cayaponia ulei là một loài thực vật có hoa trong họ Cucurbitaceae . Loài này được Cogn. ex Harms mô tả khoa học đầu tiên năm 1926. [1],1
Agrypnus nubilus,Agrypnus nubilus là một loài bọ cánh cứng trong họ Elateridae . Loài này được Candèze miêu tả khoa học năm 1857. [1],1
Hoa Lư,"Hoa Lư ( chữ Hán : 華閭) là kinh đô đầu tiên của nhà nước phong kiến Trung ương tập quyền ở Việt Nam [1] và là quê hương của vị Anh hùng dân tộc Đinh Bộ Lĩnh . Kinh đô này tồn tại 42 năm (968 - 1010), gắn với sự nghiệp của ba triều đại liên tiếp là nhà Đinh , nhà Tiền Lê và nhà Lý với các dấu ấn lịch sử: thống nhất giang sơn, đánh Tống - dẹp Chiêm và phát tích quá trình định đô Hà Nội . [2] Năm 1010 vua Lý Thái Tổ dời kinh đô từ Hoa Lư ( Ninh Bình ) về Thăng Long ( Hà Nội ), Hoa Lư trở thành Cố đô. Các triều vua Lý, Trần, Lê, Nguyễn sau đó dù không đóng đô ở Hoa Lư nữa nhưng vẫn cho tu bổ và xây dựng thêm ở đây nhiều công trình kiến trúc như đền, lăng, đình, chùa, phủ,… [3] Ngày nay, Quần thể di tích Cố đô Hoa Lư có diện tích tự nhiên 13,87 km², là một khu vực của Quần thể danh thắng Tràng An thuộc địa bàn tỉnh Ninh Bình .",2
Microtatorchis clavicalcarata,Microtatorchis clavicalcarata là một loài thực vật có hoa trong họ Lan . Loài này được J.J.Sm. mô tả khoa học đầu tiên năm 1929. [1],1
"Centerville, Wisconsin","Centerville là một thị trấn thuộc quận Manitowoc , tiểu bang Wisconsin , Hoa Kỳ . Năm 2010, dân số của thị trấn này là 634 người. [3]",2
Cheiridopsis pilosula,Cheiridopsis pilosula là một loài thực vật có hoa trong họ Phiên hạnh . Loài này được L.Bolus mô tả khoa học đầu tiên năm 1958. [1],1
Chileshe Kapwepwe,"Chileshe Mpundu Kapwepwe , là một kế toán viên và giám đốc điều hành của Zambian , là Tổng thư ký của Thị trường chung cho Đông và Nam Phi (COMESA), có hiệu lực từ ngày 18 tháng 7 năm 2018. Bà đã được bầu tại Hội nghị thượng đỉnh COMESA lần thứ 20 tại Lusaka , thủ đô của Zambia. [1]",4
Francisca Fernández-Hall,"Francisca Fernández-Hall Zúñiga (1921-2002) là một kỹ sư và nhà ngoại giao người Guatemala. Bà là người phụ nữ đầu tiên tốt nghiệp Đại học de San Carlos de Guatemala , người phụ nữ đầu tiên ở Trung Mỹ có bằng kỹ sư, người phụ nữ đầu tiên được chấp nhận và theo học tại Học viện Miluto de Engenharia của Brazil và là người đầu tiên nữ đại sứ tại Guatemala.",4
Tự trọng,"Tự trọng là sự đánh giá chủ quan của một cá nhân về giá trị của bản thân. Lòng tự trọng bao gồm niềm tin về bản thân (ví dụ: ""Tôi không được yêu thương"", ""Tôi xứng đáng với phần thưởng"") cũng như các trạng thái cảm xúc, chẳng hạn như chiến thắng, tuyệt vọng, tự hào và xấu hổ. [1] Smith và Mackie (2007) đã định nghĩa nó bằng cách nói "" Khái niệm về bản thân là những gì chúng ta nghĩ về bản thân; lòng tự trọng, là những đánh giá tích cực hoặc tiêu cực về bản thân, như cách chúng ta cảm nhận về nó."" [2]",2
Fritillaria rhodocanakis,Fritillaria rhodocanakis là một loài thực vật có hoa trong họ Liliaceae . Loài này được Orph. ex Baker miêu tả khoa học đầu tiên năm 1878. [1],1
"Dumanlı, Karahallı","Dumanlı là một xã thuộc huyện Karahallı , tỉnh Uşak , Thổ Nhĩ Kỳ . Dân số thời điểm năm 2010 là 238 người. [1]",2
Didymodon humidus,Didymodon humidus là một loài Rêu trong họ Pottiaceae . Loài này được (Mitt.) R.H. Zander mô tả khoa học đầu tiên năm 1993. [1],1
Brachypeza laotica,Brachypeza laotica là một loài thực vật có hoa trong họ Lan . Loài này được (Seidenf.) Seidenf. mô tả khoa học đầu tiên năm 1973. [1],1
Pseudohadena mariana,Pseudohadena mariana là một loài bướm đêm trong họ Noctuidae . [1] [2],1
Penicillaria aureiplaga,Penicillaria aureiplaga là một loài bướm đêm trong họ Noctuidae . [1] [2],1
Tolyphus jankovskii,Tolyphus jankovskii là một loài bọ cánh cứng trong họ Phalacridae . Loài này được Skopin miêu tả khoa học năm 1951. [1],1
Thành phố Hồi giáo lịch sử Bagerhat,"Thành phố Hồi Giáo lịch sử Bagerhat ( tiếng Bengal : মসজিদের শহর বাগেরহাট ) là thành phố đã mất nằm ​​ở ngoại ô Bagerhat thuộc huyện Bagerhat , trong phân khu Khulna ở phía tây nam Bangladesh . Bagerhat nằm cách Khulna khoảng 15 dặm về phía nam đông và cách Dhaka khoảng 200 dặm về phía tây nam. [1]",2
Asparagus adscendens,Asparagus adscendens là một loài thực vật có hoa trong họ Măng tây . Loài này được Roxb. mô tả khoa học đầu tiên năm 1832. [1],1
Omphaloscelis variegata,Omphaloscelis variegata là một loài bướm đêm trong họ Noctuidae . [1] [2],1
Anamera gigantea,Anamera gigantea là một loài bọ cánh cứng trong họ Cerambycidae . [1],1
Tống Anh Tỷ,Tống Anh Tỷ (sinh ngày 24 tháng 1 năm 1997) là một cầu thủ bóng đá người Việt Nam hiện đang thi đấu ở vị trí tiền vệ trung tâm cho câu lạc bộ V.League 1 Becamex Bình Dương . [1],4
Reichenthal,"Reichenthal là một đô thị thuộc huyện Urfahr-Umgebung thuộc bang Oberösterreich , Áo . Đô thị Reichenthal có diện tích 19 km² , dân số thời điểm năm 2006 là 1434 người .",2
Pseudobombax argentinum,Pseudobombax argentinum là một loài thực vật có hoa trong họ Cẩm quỳ . Loài này được (R.E. Fr.) A. Robyns miêu tả khoa học đầu tiên năm 1963. [1],1
"Xã Americus, Quận Grand Forks, Bắc Dakota","Xã Americus ( tiếng Anh : Americus Township ) là một xã thuộc quận Grand Forks , tiểu bang Bắc Dakota , Hoa Kỳ . Năm 2010, dân số của xã này là 159 người. [1]",2
Heteronitis ragazzii,Heteronitis ragazzii là một loài bọ cánh cứng trong họ Bọ hung (Scarabaeidae). [1] [2],1
Thompsoniana mireiae,Thompsoniana mireiae là một loài bọ cánh cứng trong họ Cerambycidae . [1],1
Christella wailele,Christella wailele là một loài dương xỉ trong họ Thelypteridaceae . Loài này được D.D.Palmer mô tả khoa học đầu tiên năm 2002. [1] Danh pháp khoa học của loài này chưa được làm sáng tỏ.,1
Elesotis,Elesotis là một chi bướm đêm thuộc họ Noctuidae .,1
Leioproctus bicristatus,Leioproctus bicristatus là một loài Hymenoptera trong họ Colletidae . Loài này được Cockerell mô tả khoa học năm 1929. [1],1
Oxysoma,Oxysoma là một chi nhện trong họ Anyphaenidae . [1],1
